Date,User_ID,Session_ID,User_Type,Source_Medium,Country,Device_Category,Is_Engaged,Converted,Revenue,Session_Duration_Seconds,User_Journey,Top_Page
22-12-2025,U_4059,S_303879,Returning,facebook / referral,United States,Mobile,0,0,0,10,/blog,/blog
22-12-2025,U_4324,S_127564,New,google / cpc,United States,Mobile,1,0,0,88,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4325,S_722555,New,google / organic,United States,Tablet,0,0,0,2,/shop,/shop
22-12-2025,U_1829,S_763743,Returning,google / cpc,United States,Desktop,0,0,0,7,/shop,/shop
22-12-2025,U_2453,S_797128,Returning,google / cpc,Germany,Desktop,1,0,0,60,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4326,S_436062,New,facebook / referral,United States,Mobile,0,0,0,1,/blog,/blog
22-12-2025,U_4327,S_784751,New,google / cpc,Germany,Mobile,1,0,0,242,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4328,S_550504,New,google / organic,India,Mobile,1,0,0,77,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4329,S_854891,New,direct / none,United States,Tablet,1,0,0,230,/home > /blog > /shop,/shop
22-12-2025,U_4330,S_785817,New,google / cpc,United Kingdom,Mobile,0,0,0,5,/shop,/shop
22-12-2025,U_4331,S_882289,New,google / organic,United States,Desktop,1,0,0,202,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4332,S_102846,New,google / organic,United States,Desktop,1,0,0,182,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4333,S_546929,New,google / organic,United States,Mobile,1,1,32.7,548,/home > /product/tshirt > /cart > /checkout,/cart
22-12-2025,U_4334,S_493433,New,google / organic,Canada,Desktop,0,0,0,5,/home,/home
22-12-2025,U_4335,S_313741,New,facebook / referral,United States,Desktop,0,0,0,10,/home,/home
22-12-2025,U_4336,S_972560,New,google / cpc,United States,Desktop,1,0,0,275,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4337,S_216971,New,google / organic,United States,Mobile,0,0,0,0,/shop,/shop
22-12-2025,U_4338,S_447771,New,google / organic,United States,Desktop,0,0,0,7,/shop,/shop
22-12-2025,U_4339,S_738353,New,google / organic,India,Tablet,1,0,0,54,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4340,S_676196,New,google / cpc,Canada,Desktop,0,0,0,0,/blog,/blog
22-12-2025,U_4341,S_638040,New,google / cpc,India,Desktop,0,0,0,4,/blog,/blog
22-12-2025,U_2426,S_915460,Returning,google / cpc,Germany,Desktop,0,0,0,7,/blog,/blog
22-12-2025,U_4342,S_365956,New,google / organic,United Kingdom,Mobile,1,0,0,63,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4335,S_440213,Returning,google / organic,Germany,Mobile,1,0,0,226,/home > /blog > /shop,/shop
22-12-2025,U_4343,S_574299,New,direct / none,United States,Desktop,0,0,0,4,/home,/home
22-12-2025,U_4344,S_118626,New,email / newsletter,United States,Mobile,1,0,0,152,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4244,S_571209,Returning,google / organic,India,Desktop,0,0,0,10,/blog,/blog
22-12-2025,U_4345,S_210973,New,google / cpc,United Kingdom,Mobile,0,0,0,10,/home,/home
22-12-2025,U_4346,S_969980,New,google / organic,India,Mobile,0,0,0,0,/home,/home
22-12-2025,U_4347,S_389163,New,google / cpc,United States,Desktop,1,0,0,63,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4115,S_444571,Returning,google / organic,United States,Mobile,0,0,0,9,/home,/home
22-12-2025,U_4234,S_818991,Returning,facebook / referral,India,Mobile,0,0,0,10,/home,/home
22-12-2025,U_4348,S_543281,New,google / cpc,Australia,Desktop,1,0,0,229,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4109,S_200681,Returning,google / cpc,United States,Desktop,1,0,0,55,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4349,S_684182,New,google / organic,India,Tablet,1,0,0,160,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4350,S_753342,New,google / cpc,United Kingdom,Tablet,0,0,0,0,/product/shoes,/product/shoes
22-12-2025,U_1808,S_135108,Returning,google / organic,United States,Desktop,1,0,0,252,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4351,S_286723,New,direct / none,United Kingdom,Desktop,1,0,0,168,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4352,S_718445,New,google / organic,India,Mobile,1,0,0,72,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4316,S_110509,Returning,google / cpc,United States,Desktop,0,0,0,7,/shop,/shop
22-12-2025,U_4353,S_831233,New,google / organic,United States,Mobile,0,0,0,3,/blog,/blog
22-12-2025,U_4354,S_746972,New,google / organic,United States,Mobile,0,0,0,1,/blog,/blog
22-12-2025,U_4355,S_352750,New,google / organic,United States,Desktop,0,0,0,1,/product/shoes,/product/shoes
22-12-2025,U_4356,S_804853,New,facebook / referral,United States,Desktop,1,0,0,157,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4357,S_264725,New,google / organic,United States,Mobile,0,0,0,7,/home,/home
22-12-2025,U_4358,S_435142,New,facebook / referral,United States,Tablet,1,0,0,104,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4359,S_200666,New,google / cpc,Canada,Mobile,0,0,0,2,/shop,/shop
22-12-2025,U_1808,S_678507,Returning,facebook / referral,United States,Mobile,0,0,0,5,/product/shoes,/product/shoes
22-12-2025,U_4360,S_855427,New,email / newsletter,United States,Mobile,1,0,0,111,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4361,S_644621,New,google / organic,United States,Mobile,1,0,0,41,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4362,S_903369,New,direct / none,United Kingdom,Mobile,0,0,0,6,/blog,/blog
22-12-2025,U_4363,S_120415,New,google / organic,India,Desktop,1,0,0,72,/home > /blog > /shop,/shop
22-12-2025,U_4364,S_528624,New,google / organic,United States,Mobile,1,0,0,42,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_2231,S_913107,Returning,direct / none,Canada,Desktop,0,0,0,6,/product/shoes,/product/shoes
22-12-2025,U_4365,S_992531,New,google / cpc,United Kingdom,Mobile,1,0,0,271,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
22-12-2025,U_4366,S_108285,New,facebook / referral,United Kingdom,Desktop,1,0,0,120,/home > /shop > /product/shoes,/product/shoes
22-12-2025,U_4206,S_838674,Returning,direct / none,Germany,Desktop,0,0,0,5,/shop,/shop
22-12-2025,U_3642,S_986086,Returning,google / cpc,Canada,Mobile,1,0,0,226,/shop > /product/tshirt > /cart,/cart
22-12-2025,U_4367,S_262201,New,google / organic,India,Desktop,1,0,0,161,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_1538,S_809474,Returning,google / cpc,United Kingdom,Mobile,1,0,0,222,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4368,S_146519,New,google / cpc,India,Desktop,1,0,0,48,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4369,S_503004,New,google / cpc,India,Mobile,1,0,0,37,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4370,S_420999,New,google / cpc,United States,Mobile,0,0,0,6,/blog,/blog
23-12-2025,U_1051,S_782547,Returning,google / organic,India,Desktop,0,0,0,5,/blog,/blog
23-12-2025,U_3380,S_756984,Returning,google / organic,United States,Mobile,0,0,0,10,/home,/home
23-12-2025,U_4371,S_675068,New,direct / none,India,Mobile,1,0,0,265,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4049,S_204293,Returning,google / organic,Germany,Desktop,1,1,23.81,381,/home > /product/tshirt > /cart > /checkout,/cart
23-12-2025,U_4372,S_781735,New,google / cpc,India,Mobile,1,0,0,98,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_1812,S_917439,Returning,google / organic,Australia,Desktop,0,0,0,3,/shop,/shop
23-12-2025,U_4373,S_686225,New,google / organic,Germany,Desktop,0,0,0,4,/home,/home
23-12-2025,U_4374,S_344250,New,google / organic,United States,Desktop,0,0,0,5,/shop,/shop
23-12-2025,U_4375,S_908828,New,direct / none,United States,Mobile,0,0,0,1,/home,/home
23-12-2025,U_4376,S_950117,New,direct / none,United States,Mobile,0,0,0,1,/blog,/blog
23-12-2025,U_2582,S_229019,Returning,google / organic,United Kingdom,Mobile,1,1,109.18,187,/home > /shop > /product/shoes > /cart > /checkout,/cart
23-12-2025,U_3004,S_212080,Returning,google / cpc,India,Desktop,0,0,0,7,/blog,/blog
23-12-2025,U_4377,S_997597,New,google / cpc,United States,Mobile,0,0,0,6,/home,/home
23-12-2025,U_2071,S_329266,Returning,google / organic,United States,Desktop,1,0,0,34,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4378,S_702716,New,google / organic,United States,Tablet,0,0,0,5,/blog,/blog
23-12-2025,U_3610,S_167565,Returning,google / organic,United States,Desktop,1,1,144.15,349,/google / cpc > /product/shoes > /cart > /checkout,/cart
23-12-2025,U_3317,S_285206,Returning,direct / none,India,Desktop,1,0,0,171,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4379,S_507022,New,google / organic,United Kingdom,Desktop,1,1,38.57,373,/home > /product/tshirt > /cart > /checkout,/cart
23-12-2025,U_3591,S_614774,Returning,direct / none,United States,Desktop,0,0,0,3,/shop,/shop
23-12-2025,U_4380,S_823406,New,facebook / referral,United States,Tablet,1,0,0,125,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_1279,S_541673,Returning,google / organic,Canada,Desktop,1,0,0,48,/home > /blog > /shop,/shop
23-12-2025,U_4381,S_480828,New,facebook / referral,Germany,Mobile,1,0,0,256,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_3402,S_312876,Returning,facebook / referral,Canada,Mobile,0,0,0,10,/home,/home
23-12-2025,U_3322,S_983401,Returning,google / cpc,India,Mobile,1,0,0,145,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4382,S_793041,New,email / newsletter,United States,Mobile,1,0,0,288,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4383,S_120376,New,google / organic,India,Mobile,1,0,0,52,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4384,S_197017,New,google / cpc,United States,Mobile,1,0,0,145,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_3593,S_705600,Returning,email / newsletter,United States,Desktop,0,0,0,6,/product/shoes,/product/shoes
23-12-2025,U_1660,S_878976,Returning,google / organic,India,Desktop,1,0,0,116,/home > /blog > /shop,/shop
23-12-2025,U_2425,S_102297,Returning,google / organic,India,Desktop,1,1,129.6,128,/google / cpc > /product/shoes > /cart > /checkout,/cart
23-12-2025,U_4385,S_217536,New,direct / none,United States,Tablet,0,0,0,6,/blog,/blog
23-12-2025,U_4386,S_954332,New,google / cpc,United States,Mobile,0,0,0,10,/blog,/blog
23-12-2025,U_4387,S_252428,New,email / newsletter,United Kingdom,Mobile,0,0,0,5,/shop,/shop
23-12-2025,U_4388,S_545619,New,direct / none,United Kingdom,Desktop,0,0,0,0,/blog,/blog
23-12-2025,U_4389,S_249089,New,google / organic,Germany,Desktop,0,0,0,6,/blog,/blog
23-12-2025,U_4390,S_921029,New,google / organic,India,Desktop,1,0,0,270,/home > /blog > /shop,/shop
23-12-2025,U_4391,S_220583,New,google / cpc,India,Mobile,0,0,0,9,/product/shoes,/product/shoes
23-12-2025,U_4392,S_486088,New,email / newsletter,Germany,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_4393,S_467097,New,google / organic,United States,Desktop,0,0,0,9,/blog,/blog
23-12-2025,U_3577,S_366554,Returning,google / organic,Germany,Desktop,0,0,0,5,/product/shoes,/product/shoes
23-12-2025,U_4394,S_159440,New,google / organic,United Kingdom,Desktop,1,0,0,244,/home > /blog > /shop,/shop
23-12-2025,U_4395,S_106323,New,google / organic,United States,Mobile,1,0,0,195,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4396,S_311973,New,google / organic,United States,Mobile,0,0,0,9,/home,/home
23-12-2025,U_1283,S_463256,Returning,google / cpc,United States,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_4397,S_137929,New,google / cpc,India,Desktop,0,0,0,9,/blog,/blog
23-12-2025,U_4398,S_878981,New,google / cpc,United States,Desktop,0,0,0,9,/blog,/blog
23-12-2025,U_4399,S_543846,New,email / newsletter,India,Mobile,0,0,0,4,/shop,/shop
23-12-2025,U_2674,S_505236,Returning,facebook / referral,Germany,Mobile,0,0,0,2,/shop,/shop
23-12-2025,U_4400,S_446967,New,google / cpc,Germany,Mobile,0,0,0,3,/product/shoes,/product/shoes
23-12-2025,U_4401,S_932878,New,email / newsletter,India,Mobile,1,0,0,293,/home > /blog > /shop,/shop
23-12-2025,U_1590,S_552911,Returning,google / cpc,United Kingdom,Desktop,1,0,0,195,/home > /blog > /shop,/shop
23-12-2025,U_4402,S_816678,New,google / organic,United States,Desktop,0,0,0,5,/shop,/shop
23-12-2025,U_4403,S_973338,New,google / cpc,Germany,Desktop,0,0,0,5,/home,/home
23-12-2025,U_4404,S_294695,New,google / organic,United Kingdom,Tablet,0,0,0,0,/blog,/blog
23-12-2025,U_4405,S_554100,New,facebook / referral,United Kingdom,Mobile,1,0,0,39,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4406,S_209684,New,google / cpc,India,Mobile,0,0,0,9,/home,/home
23-12-2025,U_1071,S_778104,Returning,google / organic,Canada,Desktop,1,0,0,278,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4407,S_407481,New,direct / none,United States,Desktop,1,1,142.68,422,/home > /product/tshirt > /cart > /checkout,/cart
23-12-2025,U_4408,S_222009,New,google / organic,India,Mobile,0,0,0,1,/blog,/blog
23-12-2025,U_4409,S_909193,New,google / cpc,United Kingdom,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_4410,S_271441,New,google / organic,India,Mobile,1,0,0,146,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4411,S_612782,New,google / organic,Australia,Desktop,0,0,0,6,/product/shoes,/product/shoes
23-12-2025,U_4412,S_525197,New,direct / none,Germany,Desktop,0,0,0,3,/product/shoes,/product/shoes
23-12-2025,U_4413,S_122080,New,google / organic,United Kingdom,Mobile,0,0,0,6,/shop,/shop
23-12-2025,U_4414,S_950038,New,google / organic,United Kingdom,Mobile,0,0,0,9,/home,/home
23-12-2025,U_4415,S_208291,New,google / organic,United Kingdom,Mobile,0,0,0,4,/shop,/shop
23-12-2025,U_4416,S_864292,New,google / cpc,India,Mobile,0,0,0,3,/product/shoes,/product/shoes
23-12-2025,U_2410,S_401195,Returning,facebook / referral,India,Mobile,0,0,0,1,/shop,/shop
23-12-2025,U_2175,S_168555,Returning,google / cpc,Germany,Mobile,1,0,0,147,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4417,S_868591,New,google / organic,Canada,Mobile,0,0,0,7,/product/shoes,/product/shoes
23-12-2025,U_1400,S_303417,Returning,direct / none,India,Mobile,0,0,0,10,/shop,/shop
23-12-2025,U_3234,S_861426,Returning,facebook / referral,India,Desktop,1,0,0,182,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4418,S_673579,New,google / cpc,United Kingdom,Desktop,0,0,0,8,/home,/home
23-12-2025,U_4419,S_655236,New,facebook / referral,Canada,Mobile,0,0,0,10,/home,/home
23-12-2025,U_2647,S_236167,Returning,facebook / referral,United States,Mobile,1,0,0,164,/home > /blog > /shop,/shop
23-12-2025,U_4420,S_826119,New,email / newsletter,Canada,Mobile,0,0,0,1,/blog,/blog
23-12-2025,U_4421,S_374630,New,direct / none,India,Mobile,0,0,0,8,/blog,/blog
23-12-2025,U_4422,S_880587,New,google / organic,United States,Mobile,0,0,0,4,/blog,/blog
23-12-2025,U_1331,S_695262,Returning,google / cpc,India,Mobile,0,0,0,8,/shop,/shop
23-12-2025,U_1957,S_949231,Returning,email / newsletter,India,Mobile,0,0,0,8,/home,/home
23-12-2025,U_4423,S_178845,New,facebook / referral,United Kingdom,Mobile,0,0,0,2,/home,/home
23-12-2025,U_2993,S_192665,Returning,google / organic,United States,Mobile,1,0,0,296,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4424,S_577182,New,google / organic,India,Desktop,1,1,138.74,331,/home > /shop > /product/shoes > /cart > /checkout,/cart
23-12-2025,U_3084,S_819018,Returning,google / organic,United States,Mobile,0,0,0,2,/home,/home
23-12-2025,U_4425,S_656883,New,google / organic,United Kingdom,Mobile,1,0,0,59,/home > /blog > /shop,/shop
23-12-2025,U_4426,S_914842,New,google / organic,Germany,Mobile,0,0,0,4,/home,/home
23-12-2025,U_4427,S_546377,New,google / organic,United States,Desktop,0,0,0,3,/blog,/blog
23-12-2025,U_2796,S_913991,Returning,google / organic,United States,Mobile,0,0,0,6,/product/shoes,/product/shoes
23-12-2025,U_4428,S_938619,New,facebook / referral,Canada,Mobile,0,0,0,7,/shop,/shop
23-12-2025,U_3781,S_679380,Returning,google / cpc,United States,Mobile,0,0,0,2,/home,/home
23-12-2025,U_4429,S_688628,New,google / organic,United States,Mobile,0,0,0,8,/home,/home
23-12-2025,U_4430,S_311336,New,google / organic,India,Mobile,1,0,0,247,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_1906,S_836766,Returning,facebook / referral,United States,Mobile,1,0,0,126,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4431,S_740911,New,direct / none,United Kingdom,Desktop,0,0,0,6,/home,/home
23-12-2025,U_4432,S_477208,New,google / organic,United Kingdom,Desktop,1,0,0,237,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_2010,S_842774,Returning,google / cpc,Canada,Mobile,0,0,0,5,/product/shoes,/product/shoes
23-12-2025,U_4433,S_332184,New,google / cpc,United Kingdom,Desktop,1,0,0,203,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_1301,S_629637,Returning,google / cpc,United Kingdom,Desktop,1,0,0,189,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4434,S_667622,New,email / newsletter,United States,Desktop,1,0,0,167,/home > /blog > /shop,/shop
23-12-2025,U_4435,S_379947,New,google / organic,Canada,Mobile,1,0,0,294,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4436,S_281464,New,direct / none,India,Mobile,1,0,0,31,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4437,S_345521,New,google / cpc,Canada,Desktop,1,1,114.41,539,/google / cpc > /product/shoes > /cart > /checkout,/cart
23-12-2025,U_4438,S_132452,New,google / cpc,United States,Mobile,0,0,0,8,/home,/home
23-12-2025,U_4439,S_866667,New,google / organic,United States,Mobile,1,0,0,31,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4440,S_620122,New,direct / none,United States,Desktop,1,0,0,46,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4441,S_274554,New,direct / none,India,Mobile,1,0,0,221,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4442,S_570086,New,google / organic,United States,Mobile,0,0,0,10,/home,/home
23-12-2025,U_4443,S_798672,New,direct / none,United States,Mobile,0,0,0,7,/product/shoes,/product/shoes
23-12-2025,U_4444,S_320390,New,google / cpc,Germany,Mobile,0,0,0,6,/home,/home
23-12-2025,U_4445,S_497964,New,google / cpc,Germany,Desktop,1,0,0,255,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4446,S_496850,New,facebook / referral,United States,Mobile,0,0,0,8,/home,/home
23-12-2025,U_1942,S_188732,Returning,direct / none,Australia,Desktop,0,0,0,7,/product/shoes,/product/shoes
23-12-2025,U_4447,S_448546,New,google / organic,United States,Mobile,1,0,0,243,/home > /blog > /shop,/shop
23-12-2025,U_4448,S_122436,New,google / organic,India,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_4449,S_519698,New,google / organic,United Kingdom,Desktop,0,0,0,5,/shop,/shop
23-12-2025,U_4450,S_642667,New,google / organic,United States,Mobile,1,0,0,299,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_1431,S_566524,Returning,google / organic,United Kingdom,Mobile,1,0,0,58,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4040,S_272716,Returning,facebook / referral,United States,Mobile,1,0,0,65,/home > /blog > /shop,/shop
23-12-2025,U_4240,S_819855,Returning,google / organic,Germany,Desktop,0,0,0,0,/home,/home
23-12-2025,U_2642,S_598558,Returning,google / organic,Australia,Desktop,0,0,0,6,/home,/home
23-12-2025,U_2716,S_771754,Returning,google / organic,Australia,Tablet,1,0,0,85,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_1405,S_925755,Returning,google / organic,India,Mobile,0,0,0,9,/product/shoes,/product/shoes
23-12-2025,U_4451,S_788314,New,google / organic,United States,Tablet,0,0,0,3,/shop,/shop
23-12-2025,U_2727,S_590643,Returning,google / cpc,United States,Mobile,0,0,0,9,/home,/home
23-12-2025,U_4452,S_420590,New,direct / none,Germany,Mobile,0,0,0,3,/product/shoes,/product/shoes
23-12-2025,U_4453,S_687011,New,google / cpc,United States,Desktop,1,0,0,150,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_4454,S_807884,New,google / cpc,Canada,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_4455,S_108552,New,google / cpc,India,Desktop,0,0,0,8,/home,/home
23-12-2025,U_3392,S_826350,Returning,google / organic,United Kingdom,Desktop,0,0,0,4,/product/shoes,/product/shoes
23-12-2025,U_2876,S_589123,Returning,google / organic,United States,Mobile,1,0,0,62,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
23-12-2025,U_4456,S_163871,New,google / organic,Canada,Mobile,0,0,0,5,/shop,/shop
23-12-2025,U_4457,S_194756,New,google / organic,United States,Mobile,1,0,0,45,/home > /blog > /shop,/shop
23-12-2025,U_4458,S_339481,New,google / cpc,India,Desktop,1,0,0,283,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4459,S_603640,New,facebook / referral,India,Mobile,0,0,0,9,/blog,/blog
23-12-2025,U_2320,S_758424,Returning,google / organic,Germany,Desktop,0,0,0,4,/shop,/shop
23-12-2025,U_4460,S_910756,New,google / organic,United States,Desktop,0,0,0,2,/shop,/shop
23-12-2025,U_4461,S_526069,New,google / cpc,Canada,Mobile,0,0,0,8,/blog,/blog
23-12-2025,U_3187,S_511386,Returning,google / organic,United States,Mobile,0,0,0,10,/product/shoes,/product/shoes
23-12-2025,U_4462,S_959060,New,google / cpc,United States,Mobile,0,0,0,9,/product/shoes,/product/shoes
23-12-2025,U_4463,S_610143,New,direct / none,United States,Mobile,0,0,0,9,/product/shoes,/product/shoes
23-12-2025,U_4464,S_781406,New,google / organic,United States,Mobile,0,0,0,1,/home,/home
23-12-2025,U_3175,S_834664,Returning,google / cpc,Australia,Desktop,1,0,0,113,/home > /shop > /product/shoes,/product/shoes
23-12-2025,U_2008,S_962787,Returning,facebook / referral,United States,Mobile,0,0,0,9,/shop,/shop
23-12-2025,U_1326,S_141344,Returning,google / cpc,Australia,Mobile,1,0,0,37,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4465,S_385615,New,google / organic,United States,Mobile,1,0,0,266,/home > /blog > /shop,/shop
23-12-2025,U_4466,S_543710,New,email / newsletter,United States,Desktop,0,0,0,3,/blog,/blog
23-12-2025,U_2346,S_337188,Returning,google / cpc,Canada,Mobile,1,0,0,161,/shop > /product/tshirt > /cart,/cart
23-12-2025,U_4467,S_935216,New,google / organic,United States,Mobile,0,0,0,9,/blog,/blog
23-12-2025,U_4468,S_982096,New,direct / none,United States,Desktop,1,0,0,187,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_4469,S_166056,New,email / newsletter,Germany,Desktop,0,0,0,2,/product/shoes,/product/shoes
24-12-2025,U_2753,S_322246,Returning,google / organic,Australia,Mobile,1,0,0,142,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_4470,S_897802,New,google / organic,Germany,Mobile,1,0,0,68,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_4471,S_731235,New,direct / none,United Kingdom,Desktop,0,0,0,10,/product/shoes,/product/shoes
24-12-2025,U_4472,S_320365,New,email / newsletter,United States,Desktop,1,0,0,94,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
24-12-2025,U_4473,S_969689,New,direct / none,India,Desktop,1,1,31.01,381,/google / cpc > /product/shoes > /cart > /checkout,/cart
24-12-2025,U_3075,S_895461,Returning,google / organic,United Kingdom,Desktop,1,0,0,52,/shop > /product/tshirt > /cart,/cart
24-12-2025,U_4474,S_585698,New,google / cpc,India,Desktop,1,1,89.64,568,/google / cpc > /product/shoes > /cart > /checkout,/cart
24-12-2025,U_4475,S_245286,New,google / organic,United States,Desktop,0,0,0,1,/product/shoes,/product/shoes
24-12-2025,U_3526,S_237510,Returning,google / organic,United Kingdom,Mobile,0,0,0,9,/product/shoes,/product/shoes
24-12-2025,U_2800,S_576402,Returning,google / organic,United States,Mobile,0,0,0,4,/shop,/shop
24-12-2025,U_4476,S_338970,New,google / cpc,United States,Desktop,0,0,0,4,/product/shoes,/product/shoes
24-12-2025,U_3393,S_805441,Returning,email / newsletter,Canada,Desktop,0,0,0,7,/home,/home
24-12-2025,U_4477,S_687413,New,google / organic,Australia,Desktop,0,0,0,4,/blog,/blog
24-12-2025,U_4478,S_764816,New,google / cpc,Germany,Desktop,1,0,0,199,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_4479,S_814454,New,direct / none,United Kingdom,Desktop,1,0,0,288,/home > /blog > /shop,/shop
24-12-2025,U_4480,S_416180,New,google / organic,Canada,Desktop,0,0,0,9,/blog,/blog
24-12-2025,U_4481,S_354749,New,direct / none,United States,Mobile,1,0,0,257,/shop > /product/tshirt > /cart,/cart
24-12-2025,U_4482,S_673513,New,email / newsletter,Canada,Mobile,0,0,0,7,/product/shoes,/product/shoes
24-12-2025,U_4483,S_288859,New,facebook / referral,United States,Mobile,0,0,0,8,/home,/home
24-12-2025,U_4484,S_731777,New,facebook / referral,United Kingdom,Desktop,0,0,0,10,/shop,/shop
24-12-2025,U_4485,S_825432,New,facebook / referral,Canada,Mobile,0,0,0,10,/shop,/shop
24-12-2025,U_1856,S_590479,Returning,email / newsletter,India,Desktop,0,0,0,8,/product/shoes,/product/shoes
24-12-2025,U_4486,S_573955,New,google / organic,India,Desktop,1,0,0,94,/shop > /product/tshirt > /cart,/cart
24-12-2025,U_4248,S_147862,Returning,facebook / referral,Germany,Desktop,1,0,0,234,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_3183,S_966000,Returning,google / organic,Germany,Mobile,1,0,0,167,/shop > /product/tshirt > /cart,/cart
24-12-2025,U_4487,S_113663,New,google / organic,United States,Mobile,0,0,0,1,/home,/home
24-12-2025,U_4101,S_170849,Returning,google / organic,United States,Desktop,0,0,0,6,/home,/home
24-12-2025,U_4488,S_748423,New,google / organic,United States,Mobile,0,0,0,6,/shop,/shop
24-12-2025,U_4489,S_794458,New,google / cpc,Germany,Mobile,1,0,0,204,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
24-12-2025,U_4490,S_540716,New,email / newsletter,United Kingdom,Mobile,0,0,0,0,/blog,/blog
24-12-2025,U_4016,S_783062,Returning,google / organic,United Kingdom,Mobile,1,0,0,60,/home > /shop > /product/shoes,/product/shoes
24-12-2025,U_4491,S_979883,New,google / organic,Canada,Mobile,0,0,0,0,/blog,/blog
